"id","parent_id","name","description","source_id"
"10447","null","Economy-wide","Imported by CPR loader","1"
"10448","null","Energy","Imported by CPR loader","1"
"10449","null","Transportation","Imported by CPR loader","1"
"10472","null","Agriculture","Imported by CPR loader","1"
"10473","null","Buildings","Imported by CPR loader","1"
"10474","null","Economy-wide","Imported by CPR loader","1"
"10475","null","Health","Imported by CPR loader","1"
"10476","null","Transportation","Imported by CPR loader","1"
"10477","null","Waste","Imported by CPR loader","1"
"10478","null","Water","Imported by CPR loader","1"
"10492","null","Agriculture","Imported by CPR loader","1"
"10493","null","Buildings","Imported by CPR loader","1"
"10494","null","Economy-wide","Imported by CPR loader","1"
"10495","null","Energy","Imported by CPR loader","1"
"10496","null","Transportation","Imported by CPR loader","1"
"10522","null","Agriculture","Imported by CPR loader","1"
"10523","null","Environment","Imported by CPR loader","1"
"10524","null","LULUCF","Imported by CPR loader","1"
"10525","null","Social development","Imported by CPR loader","1"
"10526","null","Transportation","Imported by CPR loader","1"
"10561","null","Economy-wide","Imported by CPR loader","1"
"10568","null","Energy","Imported by CPR loader","1"
"10578","null","Energy","Imported by CPR loader","1"
"10579","null","LULUCF","Imported by CPR loader","1"
"10580","null","Transportation","Imported by CPR loader","1"
"10594","null","Energy","Imported by CPR loader","1"
"10603","null","Energy","Imported by CPR loader","1"
"10604","null","Residential and Commercial","Imported by CPR loader","1"
"10613","null","Environment","Imported by CPR loader","1"
"10622","null","Health","Imported by CPR loader","1"
"10630","null","Energy","Imported by CPR loader","1"
"10631","null","Residential and Commercial","Imported by CPR loader","1"
"10632","null","Waste","Imported by CPR loader","1"
"10642","null","LULUCF","Imported by CPR loader","1"
"10653","null","Energy","Imported by CPR loader","1"
"10654","null","Health","Imported by CPR loader","1"
"10665","null","Energy","Imported by CPR loader","1"
"10666","null","Environment","Imported by CPR loader","1"
"10667","null","LULUCF","Imported by CPR loader","1"
"10668","null","Transportation","Imported by CPR loader","1"
"10669","null","Water","Imported by CPR loader","1"
"10239","null","Transportation","Imported by CPR loader","1"
"10248","null","Agriculture","Imported by CPR loader","1"
"10249","null","LULUCF","Imported by CPR loader","1"
"10250","null","Transportation","Imported by CPR loader","1"
"10265","null","Energy","Imported by CPR loader","1"
"10271","null","Energy","Imported by CPR loader","1"
"10272","null","Residential and Commercial","Imported by CPR loader","1"
"10273","null","Transportation","Imported by CPR loader","1"
"10284","null","Energy","Imported by CPR loader","1"
"10285","null","Transport","Imported by CPR loader","1"
"10297","null","Transportation","Imported by CPR loader","1"
"10302","null","Cross Cutting Area","Imported by CPR loader","1"
"10303","null","Energy","Imported by CPR loader","1"
"10322","null","Energy","Imported by CPR loader","1"
"10332","null","Energy","Imported by CPR loader","1"
"10339","null","Energy","Imported by CPR loader","1"
"10340","null","Residential and Commercial","Imported by CPR loader","1"
"10348","null","Agriculture","Imported by CPR loader","1"
"10362","null","Adaptation","Imported by CPR loader","1"
"10367","null","Transportation","Imported by CPR loader","1"
"10373","null","Agriculture","Imported by CPR loader","1"
"10374","null","Buildings","Imported by CPR loader","1"
"10375","null","Economy-wide","Imported by CPR loader","1"
"10376","null","Environment","Imported by CPR loader","1"
"10377","null","Finance","Imported by CPR loader","1"
"10378","null","Health","Imported by CPR loader","1"
"10379","null","Rural","Imported by CPR loader","1"
"10380","null","Social development","Imported by CPR loader","1"
"10381","null","Transport","Imported by CPR loader","1"
"10382","null","Urban","Imported by CPR loader","1"
"10383","null","Water","Imported by CPR loader","1"
"10393","null","Energy","Imported by CPR loader","1"
"10401","null","Water","Imported by CPR loader","1"
"10411","null","Health","Imported by CPR loader","1"
"10412","null","LULUCF","Imported by CPR loader","1"
"10413","null","Waste","Imported by CPR loader","1"
"10414","null","Water","Imported by CPR loader","1"
"10425","null","Economy-wide","Imported by CPR loader","1"
"10426","null","Energy","Imported by CPR loader","1"
"10427","null","Transportation","Imported by CPR loader","1"
"10428","null","Waste","Imported by CPR loader","1"
"10434","null","Economy-wide","Imported by CPR loader","1"
"10450","null","Waste","Imported by CPR loader","1"
"10451","null","Water","Imported by CPR loader","1"
"10479","null","Agriculture","Imported by CPR loader","1"
"10480","null","Buildings","Imported by CPR loader","1"
"10481","null","Economy-wide","Imported by CPR loader","1"
"10482","null","Transportation","Imported by CPR loader","1"
"10483","null","Urban","Imported by CPR loader","1"
"10484","null","Waste","Imported by CPR loader","1"
"10497","null","Buildings","Imported by CPR loader","1"
"10498","null","Economy-wide","Imported by CPR loader","1"
"10499","null","Energy","Imported by CPR loader","1"
"10500","null","Industry","Imported by CPR loader","1"
"10501","null","Social development","Imported by CPR loader","1"
"10502","null","Transport","Imported by CPR loader","1"
"10527","null","Health","Imported by CPR loader","1"
"10528","null","Transportation","Imported by CPR loader","1"
"10540","null","LULUCF","Imported by CPR loader","1"
"10541","null","Transportation","Imported by CPR loader","1"
"10552","null","Energy","Imported by CPR loader","1"
"10553","null","Waste","Imported by CPR loader","1"
"10562","null","Energy","Imported by CPR loader","1"
"10563","null","Residential and Commercial","Imported by CPR loader","1"
"10569","null","Agriculture","Imported by CPR loader","1"
"10570","null","LULUCF","Imported by CPR loader","1"
"10571","null","Transportation","Imported by CPR loader","1"
"10581","null","Energy","Imported by CPR loader","1"
"10595","null","LULUCF","Imported by CPR loader","1"
"10605","null","Residential and Commercial","Imported by CPR loader","1"
"10606","null","Transportation","Imported by CPR loader","1"
"10614","null","Energy","Imported by CPR loader","1"
"10615","null","Waste","Imported by CPR loader","1"
"10623","null","Energy","Imported by CPR loader","1"
"10624","null","Residential and Commercial","Imported by CPR loader","1"
"10633","null","Industry","Imported by CPR loader","1"
"10634","null","LULUCF","Imported by CPR loader","1"
"10643","null","Energy","Imported by CPR loader","1"
"10644","null","Transportation","Imported by CPR loader","1"
"10655","null","Energy","Imported by CPR loader","1"
"10670","null","Energy","Imported by CPR loader","1"
"10671","null","Waste","Imported by CPR loader","1"
"10672","null","Water","Imported by CPR loader","1"
"10674","null","LULUCF","Imported by CPR loader","1"
"10675","null","Residential and Commercial","Imported by CPR loader","1"
"10676","null","Agriculture","Imported by CPR loader","1"
"10677","null","Environment","Imported by CPR loader","1"
"10678","null","LULUCF","Imported by CPR loader","1"
"10679","null","Social development","Imported by CPR loader","1"
"10680","null","Rural","Imported by CPR loader","1"
"10681","null","Social development","Imported by CPR loader","1"
"10682","null","Urban","Imported by CPR loader","1"
"10683","null","Water","Imported by CPR loader","1"
"10684","null","Agriculture","Imported by CPR loader","1"
"10685","null","Coastal zones","Imported by CPR loader","1"
"10686","null","Economy-wide","Imported by CPR loader","1"
"10687","null","Environment","Imported by CPR loader","1"
"10688","null","LULUCF","Imported by CPR loader","1"
"10689","null","Water","Imported by CPR loader","1"
"10690","null","Energy","Imported by CPR loader","1"
"10691","null","Transport","Imported by CPR loader","1"
"10692","null","Energy","Imported by CPR loader","1"
"10693","null","Transportation","Imported by CPR loader","1"
"10694","null","Energy","Imported by CPR loader","1"
"10695","null","Environment","Imported by CPR loader","1"
"10696","null","LULUCF","Imported by CPR loader","1"
"10697","null","Transportation","Imported by CPR loader","1"
"10698","null","Energy","Imported by CPR loader","1"
"10699","null","Industry","Imported by CPR loader","1"
"10700","null","LULUCF","Imported by CPR loader","1"
"10701","null","Transportation","Imported by CPR loader","1"
"10702","null","Water","Imported by CPR loader","1"
"10703","null","Agriculture","Imported by CPR loader","1"
"10704","null","Economy-wide","Imported by CPR loader","1"
"10705","null","Energy","Imported by CPR loader","1"
"10706","null","Environment","Imported by CPR loader","1"
"10707","null","Health","Imported by CPR loader","1"
"10708","null","Industry","Imported by CPR loader","1"
"10709","null","LULUCF","Imported by CPR loader","1"
"10710","null","Tourism","Imported by CPR loader","1"
"10711","null","Transportation","Imported by CPR loader","1"
"10712","null","Urban","Imported by CPR loader","1"
"10713","null","Water","Imported by CPR loader","1"
"10723","null","Energy","Imported by CPR loader","1"
"10733","null","Energy","Imported by CPR loader","1"
"10734","null","Industry","Imported by CPR loader","1"
"10735","null","LULUCF","Imported by CPR loader","1"
"10736","null","Residential and Commercial","Imported by CPR loader","1"
"10737","null","Transportation","Imported by CPR loader","1"
"10738","null","Waste","Imported by CPR loader","1"
"10739","null","Water","Imported by CPR loader","1"
"10757","null","LULUCF","Imported by CPR loader","1"
"10758","null","Water","Imported by CPR loader","1"
"10765","null","Energy","Imported by CPR loader","1"
"10778","null","Energy","Imported by CPR loader","1"
"10790","null","Agriculture","Imported by CPR loader","1"
"10791","null","Buildings","Imported by CPR loader","1"
"10792","null","Coastal zones","Imported by CPR loader","1"
"10793","null","Economy-wide","Imported by CPR loader","1"
"10794","null","Industry","Imported by CPR loader","1"
"10795","null","Public Sector","Imported by CPR loader","1"
"10796","null","Transportation","Imported by CPR loader","1"
"10809","null","Transportation","Imported by CPR loader","1"
"10821","null","Agriculture","Imported by CPR loader","1"
"10822","null","Buildings","Imported by CPR loader","1"
"10823","null","Coastal zones","Imported by CPR loader","1"
"10824","null","Economy-wide","Imported by CPR loader","1"
"10825","null","Industry","Imported by CPR loader","1"
"10826","null","Public Sector","Imported by CPR loader","1"
"10827","null","Transportation","Imported by CPR loader","1"
"10836","null","Energy","Imported by CPR loader","1"
"10837","null","Environment","Imported by CPR loader","1"
"10838","null","Residential and Commercial","Imported by CPR loader","1"
"10839","null","Transportation","Imported by CPR loader","1"
"10848","null","Adaptation","Imported by CPR loader","1"
"10849","null","Agriculture","Imported by CPR loader","1"
"10850","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"10851","null","Environment","Imported by CPR loader","1"
"10852","null","Social development","Imported by CPR loader","1"
"10860","null","Energy","Imported by CPR loader","1"
"10861","null","Transportation","Imported by CPR loader","1"
"10873","null","Energy","Imported by CPR loader","1"
"10880","null","Energy","Imported by CPR loader","1"
"10881","null","Transportation","Imported by CPR loader","1"
"10894","null","Transportation","Imported by CPR loader","1"
"10912","null","Energy","Imported by CPR loader","1"
"10913","null","Transportation","Imported by CPR loader","1"
"10920","null","Economy-wide","Imported by CPR loader","1"
"10929","null","Energy","Imported by CPR loader","1"
"10939","null","Energy","Imported by CPR loader","1"
"10940","null","Industry","Imported by CPR loader","1"
"10943","null","Agriculture","Imported by CPR loader","1"
"10944","null","Energy","Imported by CPR loader","1"
"10945","null","Industry","Imported by CPR loader","1"
"10946","null","LULUCF","Imported by CPR loader","1"
"10947","null","Residential and Commercial","Imported by CPR loader","1"
"10948","null","Transportation","Imported by CPR loader","1"
"10959","null","Energy","Imported by CPR loader","1"
"10960","null","Transportation","Imported by CPR loader","1"
"10961","null","Waste","Imported by CPR loader","1"
"10973","null","Energy","Imported by CPR loader","1"
"10979","null","Energy","Imported by CPR loader","1"
"10980","null","Industry","Imported by CPR loader","1"
"10981","null","Residential and Commercial","Imported by CPR loader","1"
"10982","null","Transportation","Imported by CPR loader","1"
"11001","null","Transportation","Imported by CPR loader","1"
"11012","null","Energy","Imported by CPR loader","1"
"11013","null","Industry","Imported by CPR loader","1"
"11014","null","Water","Imported by CPR loader","1"
"11019","null","Energy","Imported by CPR loader","1"
"11030","null","Economy-wide","Imported by CPR loader","1"
"11041","null","Energy","Imported by CPR loader","1"
"11053","null","Energy","Imported by CPR loader","1"
"11054","null","Transportation","Imported by CPR loader","1"
"10714","null","Energy","Imported by CPR loader","1"
"10724","null","Industry","Imported by CPR loader","1"
"10725","null","Transport","Imported by CPR loader","1"
"10740","null","Agriculture","Imported by CPR loader","1"
"10741","null","Energy","Imported by CPR loader","1"
"10742","null","Environment","Imported by CPR loader","1"
"10743","null","Health","Imported by CPR loader","1"
"10744","null","Industry","Imported by CPR loader","1"
"10745","null","LULUCF","Imported by CPR loader","1"
"10746","null","Tourism","Imported by CPR loader","1"
"10747","null","Transportation","Imported by CPR loader","1"
"10748","null","Waste","Imported by CPR loader","1"
"10749","null","Water","Imported by CPR loader","1"
"10766","null","Energy","Imported by CPR loader","1"
"10767","null","Industry","Imported by CPR loader","1"
"10768","null","Residential and Commercial","Imported by CPR loader","1"
"10769","null","Transportation","Imported by CPR loader","1"
"10779","null","Energy","Imported by CPR loader","1"
"10780","null","Industry","Imported by CPR loader","1"
"10781","null","Transportation","Imported by CPR loader","1"
"10797","null","Agriculture","Imported by CPR loader","1"
"10798","null","Energy","Imported by CPR loader","1"
"10799","null","Industry","Imported by CPR loader","1"
"10800","null","Residential and Commercial","Imported by CPR loader","1"
"10801","null","Transportation","Imported by CPR loader","1"
"10810","null","Other","Imported by CPR loader","1"
"10828","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"10853","null","Energy","Imported by CPR loader","1"
"10854","null","Tourism","Imported by CPR loader","1"
"10855","null","Waste","Imported by CPR loader","1"
"10856","null","Water","Imported by CPR loader","1"
"10862","null","Energy","Imported by CPR loader","1"
"10863","null","Residential and Commercial","Imported by CPR loader","1"
"10874","null","Transportation","Imported by CPR loader","1"
"10875","null","Waste","Imported by CPR loader","1"
"10882","null","LULUCF","Imported by CPR loader","1"
"10895","null","LULUCF","Imported by CPR loader","1"
"10896","null","Transportation","Imported by CPR loader","1"
"10897","null","Water","Imported by CPR loader","1"
"10914","null","Energy","Imported by CPR loader","1"
"10915","null","LULUCF","Imported by CPR loader","1"
"10916","null","Transportation","Imported by CPR loader","1"
"10921","null","Energy","Imported by CPR loader","1"
"10930","null","Energy","Imported by CPR loader","1"
"10941","null","Transportation","Imported by CPR loader","1"
"10949","null","Energy","Imported by CPR loader","1"
"10962","null","LULUCF","Imported by CPR loader","1"
"10963","null","Residential and Commercial","Imported by CPR loader","1"
"10964","null","Transportation","Imported by CPR loader","1"
"10965","null","Water","Imported by CPR loader","1"
"10974","null","Energy","Imported by CPR loader","1"
"10983","null","Energy","Imported by CPR loader","1"
"11002","null","Residential and Commercial","Imported by CPR loader","1"
"11003","null","Urban","Imported by CPR loader","1"
"11004","null","Water","Imported by CPR loader","1"
"11015","null","Energy","Imported by CPR loader","1"
"11020","null","Energy","Imported by CPR loader","1"
"11021","null","Transportation","Imported by CPR loader","1"
"11022","null","Waste","Imported by CPR loader","1"
"11023","null","Water","Imported by CPR loader","1"
"11031","null","Agriculture","Imported by CPR loader","1"
"11032","null","Economy-wide","Imported by CPR loader","1"
"11033","null","Energy","Imported by CPR loader","1"
"11034","null","Industry","Imported by CPR loader","1"
"11035","null","Transportation","Imported by CPR loader","1"
"11042","null","Energy","Imported by CPR loader","1"
"11043","null","Waste","Imported by CPR loader","1"
"11055","null","Energy","Imported by CPR loader","1"
"11056","null","Health","Imported by CPR loader","1"
"11057","null","Industry","Imported by CPR loader","1"
"11058","null","Residential and Commercial","Imported by CPR loader","1"
"11059","null","Transportation","Imported by CPR loader","1"
"10715","null","Agriculture","Imported by CPR loader","1"
"10716","null","Economy-wide","Imported by CPR loader","1"
"10717","null","Energy","Imported by CPR loader","1"
"10718","null","Residential and Commercial","Imported by CPR loader","1"
"10719","null","Transportation","Imported by CPR loader","1"
"10720","null","Waste","Imported by CPR loader","1"
"10726","null","Economy-wide","Imported by CPR loader","1"
"10750","null","Energy","Imported by CPR loader","1"
"10759","null","Transportation","Imported by CPR loader","1"
"10770","null","Residential and Commercial","Imported by CPR loader","1"
"10771","null","Transportation","Imported by CPR loader","1"
"10782","null","Agriculture","Imported by CPR loader","1"
"10783","null","Buildings","Imported by CPR loader","1"
"10784","null","Energy","Imported by CPR loader","1"
"10785","null","Industry","Imported by CPR loader","1"
"10786","null","LULUCF","Imported by CPR loader","1"
"10787","null","Transportation","Imported by CPR loader","1"
"10802","null","Energy","Imported by CPR loader","1"
"10811","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"10812","null","Economy-wide","Imported by CPR loader","1"
"10813","null","Transportation","Imported by CPR loader","1"
"10829","null","Economy-wide","Imported by CPR loader","1"
"10840","null","Energy","Imported by CPR loader","1"
"10841","null","Transportation","Imported by CPR loader","1"
"10857","null","Energy","Imported by CPR loader","1"
"10864","null","Transportation","Imported by CPR loader","1"
"10876","null","Agriculture","Imported by CPR loader","1"
"10877","null","Water","Imported by CPR loader","1"
"10883","null","Economy-wide","Imported by CPR loader","1"
"10884","null","Industry","Imported by CPR loader","1"
"10885","null","LULUCF","Imported by CPR loader","1"
"10886","null","Transportation","Imported by CPR loader","1"
"10898","null","Energy","Imported by CPR loader","1"
"10899","null","Residential and Commercial","Imported by CPR loader","1"
"10904","null","Health","Imported by CPR loader","1"
"10905","null","LULUCF","Imported by CPR loader","1"
"10906","null","Water","Imported by CPR loader","1"
"10917","null","Agriculture","Imported by CPR loader","1"
"10922","null","Economy-wide","Imported by CPR loader","1"
"10931","null","Economy-wide","Imported by CPR loader","1"
"10932","null","Energy","Imported by CPR loader","1"
"10933","null","Industry","Imported by CPR loader","1"
"10934","null","LULUCF","Imported by CPR loader","1"
"10935","null","Transportation","Imported by CPR loader","1"
"10936","null","Waste","Imported by CPR loader","1"
"10937","null","Water","Imported by CPR loader","1"
"10950","null","Coastal zones","Imported by CPR loader","1"
"10966","null","Energy","Imported by CPR loader","1"
"10967","null","Industry","Imported by CPR loader","1"
"10968","null","Residential and Commercial","Imported by CPR loader","1"
"10975","null","Energy","Imported by CPR loader","1"
"10984","null","Energy","Imported by CPR loader","1"
"11005","null","Energy","Imported by CPR loader","1"
"11024","null","Economy-wide","Imported by CPR loader","1"
"11025","null","Energy","Imported by CPR loader","1"
"11026","null","Industry","Imported by CPR loader","1"
"11027","null","Residential and Commercial","Imported by CPR loader","1"
"11028","null","Transportation","Imported by CPR loader","1"
"11029","null","Urban","Imported by CPR loader","1"
"11036","null","Energy","Imported by CPR loader","1"
"11037","null","Industry","Imported by CPR loader","1"
"11044","null","Agriculture","Imported by CPR loader","1"
"11045","null","Economy-wide","Imported by CPR loader","1"
"11046","null","Energy","Imported by CPR loader","1"
"11047","null","Health","Imported by CPR loader","1"
"11048","null","LULUCF","Imported by CPR loader","1"
"11049","null","Transportation","Imported by CPR loader","1"
"11060","null","Energy","Imported by CPR loader","1"
"11061","null","Industry","Imported by CPR loader","1"
"10721","null","Energy","Imported by CPR loader","1"
"10722","null","Residential and Commercial","Imported by CPR loader","1"
"10728","null","Energy","Imported by CPR loader","1"
"10729","null","Residential and Commercial","Imported by CPR loader","1"
"10730","null","Transportation","Imported by CPR loader","1"
"10731","null","Waste","Imported by CPR loader","1"
"10732","null","Water","Imported by CPR loader","1"
"10755","null","Energy","Imported by CPR loader","1"
"10756","null","Transportation","Imported by CPR loader","1"
"10763","null","Agriculture","Imported by CPR loader","1"
"10764","null","LULUCF","Imported by CPR loader","1"
"10774","null","Energy","Imported by CPR loader","1"
"10775","null","Industry","Imported by CPR loader","1"
"10776","null","Residential and Commercial","Imported by CPR loader","1"
"10777","null","Transportation","Imported by CPR loader","1"
"10789","null","LULUCF","Imported by CPR loader","1"
"10804","null","Agriculture","Imported by CPR loader","1"
"10805","null","Energy","Imported by CPR loader","1"
"10806","null","Industry","Imported by CPR loader","1"
"10807","null","LULUCF","Imported by CPR loader","1"
"10808","null","Transportation","Imported by CPR loader","1"
"10820","null","Energy","Imported by CPR loader","1"
"10832","null","Environment","Imported by CPR loader","1"
"10833","null","Health","Imported by CPR loader","1"
"10834","null","Waste","Imported by CPR loader","1"
"10835","null","Water","Imported by CPR loader","1"
"10845","null","LULUCF","Imported by CPR loader","1"
"10846","null","Transportation","Imported by CPR loader","1"
"10847","null","Water","Imported by CPR loader","1"
"10859","null","Transport","Imported by CPR loader","1"
"10870","null","Energy","Imported by CPR loader","1"
"10871","null","Residential and Commercial","Imported by CPR loader","1"
"10872","null","Transportation","Imported by CPR loader","1"
"10879","null","Transportation","Imported by CPR loader","1"
"10890","null","Energy","Imported by CPR loader","1"
"10891","null","LULUCF","Imported by CPR loader","1"
"10892","null","Transportation","Imported by CPR loader","1"
"10893","null","Water","Imported by CPR loader","1"
"10902","null","Other","Imported by CPR loader","1"
"10903","null","Social development","Imported by CPR loader","1"
"10908","null","Agriculture","Imported by CPR loader","1"
"10909","null","Coastal zones","Imported by CPR loader","1"
"10910","null","Environment","Imported by CPR loader","1"
"10911","null","LULUCF","Imported by CPR loader","1"
"10919","null","Energy","Imported by CPR loader","1"
"10926","null","Agriculture","Imported by CPR loader","1"
"10927","null","LULUCF","Imported by CPR loader","1"
"10928","null","Transportation","Imported by CPR loader","1"
"10942","null","Energy","Imported by CPR loader","1"
"10953","null","Environment","Imported by CPR loader","1"
"10954","null","Health","Imported by CPR loader","1"
"10955","null","LULUCF","Imported by CPR loader","1"
"10956","null","Residential and Commercial","Imported by CPR loader","1"
"10957","null","Urban","Imported by CPR loader","1"
"10958","null","Waste","Imported by CPR loader","1"
"10972","null","Economy-wide","Imported by CPR loader","1"
"10978","null","Energy","Imported by CPR loader","1"
"10989","null","Agriculture","Imported by CPR loader","1"
"10990","null","Energy","Imported by CPR loader","1"
"10991","null","Environment","Imported by CPR loader","1"
"10992","null","Health","Imported by CPR loader","1"
"10993","null","Industry","Imported by CPR loader","1"
"10994","null","LULUCF","Imported by CPR loader","1"
"10995","null","Residential and Commercial","Imported by CPR loader","1"
"10996","null","Tourism","Imported by CPR loader","1"
"10997","null","Transportation","Imported by CPR loader","1"
"10998","null","Urban","Imported by CPR loader","1"
"10999","null","Waste","Imported by CPR loader","1"
"11000","null","Water","Imported by CPR loader","1"
"11008","null","Economy-wide","Imported by CPR loader","1"
"11009","null","Energy","Imported by CPR loader","1"
"11010","null","Residential and Commercial","Imported by CPR loader","1"
"11011","null","Transportation","Imported by CPR loader","1"
"11017","null","Transportation","Imported by CPR loader","1"
"11018","null","Urban","Imported by CPR loader","1"
"11040","null","Transportation","Imported by CPR loader","1"
"11052","null","Environment","Imported by CPR loader","1"
"10727","null","Energy","Imported by CPR loader","1"
"10751","null","Environment","Imported by CPR loader","1"
"10752","null","LULUCF","Imported by CPR loader","1"
"10753","null","Transportation","Imported by CPR loader","1"
"10754","null","Water","Imported by CPR loader","1"
"10760","null","Economy-wide","Imported by CPR loader","1"
"10761","null","Energy","Imported by CPR loader","1"
"10762","null","Transportation","Imported by CPR loader","1"
"10772","null","Economy-wide","Imported by CPR loader","1"
"10773","null","Transportation","Imported by CPR loader","1"
"10788","null","Transport","Imported by CPR loader","1"
"10803","null","LULUCF","Imported by CPR loader","1"
"10814","null","Economy-wide","Imported by CPR loader","1"
"10815","null","Energy","Imported by CPR loader","1"
"10816","null","Environment","Imported by CPR loader","1"
"10817","null","Rural","Imported by CPR loader","1"
"10818","null","Social development","Imported by CPR loader","1"
"10819","null","Urban","Imported by CPR loader","1"
"10830","null","Energy","Imported by CPR loader","1"
"10831","null","Transportation","Imported by CPR loader","1"
"10842","null","Energy","Imported by CPR loader","1"
"10843","null","Industry","Imported by CPR loader","1"
"10844","null","Residential and Commercial","Imported by CPR loader","1"
"10858","null","Energy","Imported by CPR loader","1"
"10865","null","Agriculture","Imported by CPR loader","1"
"10866","null","Energy","Imported by CPR loader","1"
"10867","null","Health","Imported by CPR loader","1"
"10868","null","LULUCF","Imported by CPR loader","1"
"10869","null","Water","Imported by CPR loader","1"
"10878","null","Energy","Imported by CPR loader","1"
"10887","null","Agriculture","Imported by CPR loader","1"
"10888","null","LULUCF","Imported by CPR loader","1"
"10889","null","Transportation","Imported by CPR loader","1"
"10900","null","LULUCF","Imported by CPR loader","1"
"10901","null","Social development","Imported by CPR loader","1"
"10907","null","Energy","Imported by CPR loader","1"
"10918","null","LULUCF","Imported by CPR loader","1"
"10923","null","Adaptation","Imported by CPR loader","1"
"10924","null","Economy-wide","Imported by CPR loader","1"
"10925","null","Public Sector","Imported by CPR loader","1"
"10938","null","Energy","Imported by CPR loader","1"
"10951","null","Energy","Imported by CPR loader","1"
"10952","null","Transportation","Imported by CPR loader","1"
"10969","null","LULUCF","Imported by CPR loader","1"
"10970","null","Residential and Commercial","Imported by CPR loader","1"
"10971","null","Transportation","Imported by CPR loader","1"
"10976","null","Energy","Imported by CPR loader","1"
"10977","null","Transportation","Imported by CPR loader","1"
"10985","null","Agriculture","Imported by CPR loader","1"
"10986","null","Energy","Imported by CPR loader","1"
"10987","null","Environment","Imported by CPR loader","1"
"10988","null","Transportation","Imported by CPR loader","1"
"11006","null","Energy","Imported by CPR loader","1"
"11007","null","Water","Imported by CPR loader","1"
"11016","null","Energy","Imported by CPR loader","1"
"11038","null","LULUCF","Imported by CPR loader","1"
"11039","null","Transportation","Imported by CPR loader","1"
"11050","null","Residential and Commercial","Imported by CPR loader","1"
"11051","null","Rural","Imported by CPR loader","1"
"11062","null","Energy","Imported by CPR loader","1"
"11063","null","Transportation","Imported by CPR loader","1"
"11064","null","Energy","Imported by CPR loader","1"
"11065","null","Industry","Imported by CPR loader","1"
"11066","null","Rural","Imported by CPR loader","1"
"11067","null","Transportation","Imported by CPR loader","1"
"11068","null","Environment","Imported by CPR loader","1"
"11069","null","Health","Imported by CPR loader","1"
"11070","null","Energy","Imported by CPR loader","1"
"11071","null","Residential and Commercial","Imported by CPR loader","1"
"11072","null","Health","Imported by CPR loader","1"
"11073","null","Water","Imported by CPR loader","1"
"11074","null","LULUCF","Imported by CPR loader","1"
"11075","null","Energy","Imported by CPR loader","1"
"11076","null","Water","Imported by CPR loader","1"
"11077","null","Agriculture","Imported by CPR loader","1"
"11078","null","Energy","Imported by CPR loader","1"
"11079","null","Industry","Imported by CPR loader","1"
"11080","null","Residential and Commercial","Imported by CPR loader","1"
"11081","null","Energy","Imported by CPR loader","1"
"11082","null","Economy-wide","Imported by CPR loader","1"
"11083","null","Energy","Imported by CPR loader","1"
"11084","null","Waste","Imported by CPR loader","1"
"11085","null","Water","Imported by CPR loader","1"
"11086","null","Agriculture","Imported by CPR loader","1"
"11087","null","LULUCF","Imported by CPR loader","1"
"11088","null","Agriculture","Imported by CPR loader","1"
"11089","null","Energy","Imported by CPR loader","1"
"11090","null","Environment","Imported by CPR loader","1"
"11091","null","Industry","Imported by CPR loader","1"
"11092","null","LULUCF","Imported by CPR loader","1"
"11093","null","Transportation","Imported by CPR loader","1"
"11094","null","Energy","Imported by CPR loader","1"
"11095","null","Transportation","Imported by CPR loader","1"
"11096","null","Urban","Imported by CPR loader","1"
"11097","null","Coastal zones","Imported by CPR loader","1"
"11098","null","Transportation","Imported by CPR loader","1"
"11099","null","Economy-wide","Imported by CPR loader","1"
"11100","null","Public Sector","Imported by CPR loader","1"
"11101","null","Energy","Imported by CPR loader","1"
"11102","null","Industry","Imported by CPR loader","1"
"11103","null","Residential and Commercial","Imported by CPR loader","1"
"11104","null","Transportation","Imported by CPR loader","1"
"11105","null","Agriculture","Imported by CPR loader","1"
"11106","null","Environment","Imported by CPR loader","1"
"11107","null","Transportation","Imported by CPR loader","1"
"11108","null","Water","Imported by CPR loader","1"
"11109","null","Transportation","Imported by CPR loader","1"
"11110","null","Water","Imported by CPR loader","1"
"11111","null","Industry","Imported by CPR loader","1"
"11112","null","Energy","Imported by CPR loader","1"
"11113","null","Transportation","Imported by CPR loader","1"
"11114","null","Energy","Imported by CPR loader","1"
"11115","null","Economy-wide","Imported by CPR loader","1"
"11116","null","Transportation","Imported by CPR loader","1"
"11117","null","Urban","Imported by CPR loader","1"
"11126","null","Energy","Imported by CPR loader","1"
"11137","null","Disaster Risk Management (Drm)","Imported by CPR loader","1"
"11146","null","Transportation","Imported by CPR loader","1"
"11164","null","Energy","Imported by CPR loader","1"
"11180","null","Energy","Imported by CPR loader","1"
"11181","null","Transportation","Imported by CPR loader","1"
"11195","null","Residential and Commercial","Imported by CPR loader","1"
"11200","null","Energy","Imported by CPR loader","1"
"11210","null","Energy","Imported by CPR loader","1"
"11211","null","Transportation","Imported by CPR loader","1"
"11232","null","Agriculture","Imported by CPR loader","1"
"11233","null","Buildings","Imported by CPR loader","1"
"11234","null","Health","Imported by CPR loader","1"
"11235","null","Transportation","Imported by CPR loader","1"
