Case ID,Case name,Year of filing,Current status,Assessment of outcome,Geography,Country ISO,Core objective,UNFCCC pillars,Summary,Case filed before,Name of court/body,Citation/reference number,Filed by,Filed against,Intervenor,Classified as strategic case,Climate alignment classification,Strategic case type classification,Case grounds classification,Sector,Connected internal laws,Connected external laws,Keywords,Data source,Connected cases,Type of connection,To align with Sabin?
7631,Mexican Center for Environmental Law (CEMDA) v National Agency for Industrial Security and Environmental Protection in the Hydrocarbon Sector (ASEA),2020,Open - under appeal,N/A,Mexico,MEX,Whether the modification of the period to submit the programs for control and prevention of methane emissions in the hydrocarbon sector is unconstitutional.&nbsp;,Mitigation,"In June 29, 2016, Mexico made a joint declaration with the governments of Canada and the United States pledging to reduce methane emissions by between 40 and 45% by 2025. Mexico, through the National Agency for Industrial Security and Environmental Protection in the Hydrocarbon Sector (ASEA) and the Ministry of Environment and Natural Resources (SEMARNAT), adopted its national guidelines for the integral prevention and control of methane emissions from the hydrocarbon sector as a way to implement this decision. The guidelines stipulate that any entity or person regulated by ASEA, like private companies or state-owned companies in the hydrocarbon sector, must establish a program for the monitoring, prevention, and control of methane emissions for both new and existing facilities. Originally, the guidelines ordered regulated entities to draft their programs within 12 months of the beginning of operations for new facilities or those still under construction and within 12 months of the guideline’s coming into force for existing facilities. The new guidelines gave regulated entities a 3-month period to turn in their respective programs after they were drafted. However, in June 2020, the 3-month period outlined previously was expanded to 19 months. On August 7, 2020, the Mexican Center for Environmental Law (CEMDA) challenged the modification for the submission of programs by suing ASEA and SEMARNAT.&nbsp;<br><br></div><div><br></div><div>On August 23, 2021, the district court ruled that CEMDA lacked legal standing to challenge the decision since the modification did not cause a special injury to the organization. This decision has been appealed and is currently before the Third Collegiate Tribunal for Administrative Matters of the First Circuit. Since the suit was dismissed by the district court, the arguments on the merits are not public yet.&nbsp;<br><br>",,District Court,N/A,2505,2506,N/A,Yes,Climate aligned,Enforcing climate standards,,Energy;Industry,,,,CCLW;Sabin,,,
7632,Ruling on Constitutionality of “green taxes” in Baja California,2021,Closed,Hindered climate action,Mexico,MEX,"Whether Baja California’s tax on the sale of gasoline, diesel and gas was unconstitutional.",Mitigation,"On October 8, 2021, plaintiffs sued the legislature of the State of Baja California, challenging the validity of a tax introduced in the Treasury Bill of the State of Baja California. The rule aimed to curb greenhouse gas (GHG) emissions by taxing gasoline, diesel, and gas sales. On July 8, 2021, the Eighth District Judge in the State of Baja California struck down the tax after reasoning that the tax invaded Congress’s exclusive authority to impose taxes on gasoline and other fuels. State authorities appealed the decision.<br><br></div><div>On November 30, 2021, The Fifth Collegiate Tribunal of the Fifteenth Circuit affirmed the decision, noting that while the Supreme Court has recognized the validity of imposing taxes on greenhouse gas emissions, the method that the State of Baja California had chosen to quantify the tax (based on sales of gasoline, diesel, or gas) encroached upon Congress’s exclusive authority to tax the sale of such fuels.<br><br>",,Eighth District Judge of Baja State,N/A,2507,2508,N/A,Yes,Climate non-aligned,Regulatory powers,,Energy;Transport,,,,CCLW;Sabin,,,
7633,Challenge to the constitutionality of amendments to the rules governing Clean Energy Certificates,2021,Open,N/A,Mexico,MEX,Whether the amendments to the Electric Industry Act are unconstitutional.,Mitigation,"On March 9, 2021, Mexico published amendments to Mexico’s Electric Industry Act. One of the amendments established that the allocation of Clean Energy Certificates will no longer be conditioned on ownership or utilities’ start date of commercial operations. On April 8, 2021, members of the Senate’s minority filed a constitutionality action challenging the constitutionality of several amendments to the Electric Industry Act, including those that change the rules of operation for Clean Energy Certificates. A constitutionality action is a special procedure in Mexican law that entitles certain state actors, like a 33% congressional minority from either the House of Representatives or the Senate, to petition the Supreme Court for abstract judicial review of laws.<br><br></div><div>The arguments of the parties have not been made public yet.",,Supreme Court,N/A,2509,2510,N/A,Yes,Climate aligned,Enforcing climate standards,,Energy,1447,,,CCLW;Sabin,,,
7634,DS-412: Canada — Certain Measures Affecting the Renewable Energy Generation Sector,2010,Closed,Hindered climate action,International,INT,Whether Ontario’s feed-in tariff program for electricity produced from renewable energy represents a violation of the national treatment provisions due to its local content requirements and whether it represents a prohibited subsidy.,Mitigation,"In 2009, the Canadian province of Ontario approved a feed-in tariff (FIT) scheme under the Green Energy and Green Economy Act. Under this statute, electricity produced from renewable energy was awarded a guaranteed price per kilowatt hour (kWh) of electricity delivered into the Ontario electricity system under 20-year or 40-year contracts. Such scheme also included a mandatory percentage of local content requirements (LCRs), ranging from 25% to 60%. This entails that a certain amount of components had to be sourced from local enterprises.<br><br></div><div>Following the adoption of this legislation, on September 13, 2010, Japan filed a request for consultations, claiming that the measures implemented by the State of Ontario to promote electricity from renewable energy sources were inconsistent with Canada’s obligation under:<br>(a) Articles III:4 and III:5 of the GATT 1994, as they were laws, regulations or requirements affecting the internal sale, offering for sale, purchase, transportation, distribution, or use of equipment for renewable energy generation facilities that accord less favorable treatment to imported equipment than that accorded to like products originating in Ontario;<br>(b) Article 2.1 of the TRIMs Agreement, as they appeared to be trade-related investment measures that are inconsistent with the provisions of Article III of the GATT 1994; and<br>(c) Articles 3.1(b) and 3.2 of the SCM Agreement, as they appeared to be a subsidy granted under the measures listed above within the meaning of Article 1.1 of the SCM Agreement, because there would be a financial contribution or a form of income or price support, and a benefit would thereby be conferred.<br><br></div><div>The Canadian government defended the measures at stake, arguing that they were covered by the government procurement exception under Article III:8(a) GATT, as ‘the laws and requirements that create and implement the FIT Program are laws and requirements that govern the procurement of renewable electricity for the governmental purpose of securing electricity supply for Ontario consumers from clean sources, and not with a view to commercial resale’.<br><br></div><div>On December 19, 2012, the Panel issued its report on the case, upholding Japan's claims under Article 2.1 of the TRIMs Agreement and Article III:4 of the GATT 1994. In particular, the Panel found that the incentives scheme represented ‘investment measures’ covered by Article 1 TRIMs Agreement, and they were ‘trade-related’ in the sense that the ‘Minimum Required Domestic Content Level’ included in Ontario’s scheme ‘by definition favors the use of domestic products over imported products, and therefore affects trade’. On these grounds, the Panel ruled that the FIT program, to the extent that it features a LCR that is inconsistent with Article III:4 GATT, also integrates a TRIM inconsistent with Article 2.1 TRIMs Agreement. Moreover, the Panel rejected Canada’s exception under Article III:8(a) GATT, according to which the discriminatory measures were justified as government procurement. Instead, the Panel found that renewably generated electricity was indeed subsidized by Ontario ‘with a view to commercial resale’, as it was commercialized through the exact ‘same channels’ as all other generating sources, so that it was ‘in competition with private-sector electricity retailers’. Nevertheless, the Panel rejected the complaint that had been raised under the SCM Agreement, finding that it was not possible to establish that the incentives provided by the State of Ontario constitute a ‘benefit’ within the meaning of Article 1.1(b) SCM Agreement. In the Panel’s reasoning, this is due to the fact that, in practice, renewable electricity would not be able to compete against electricity from conventional sources without the governmental incentives. Therefore, the Panel concluded that due to the lack of a comparable market standard, the program could not be legally characterized as a subsidy.<br><br></div><div>On May 6, 2013, the Appellate Body issued its report on the case, which provided a partially different reasoning on some of the issues, while not determining substantial changes in the outcome of the case. In particular, the Appellate Body’s analysis focused on the applicability of the government procurement exception under Article III:8(a) GATT and on the existence of a prohibited or actionable subsidy under the SCM Agreement. With regard to the former issue, the Appellate Body provided a different interpretation than the Panel, to the extent that it recognized that the product subject to the local content requirements was renewable energy generation equipment, yet the product purchased by the Government of Ontario under the FIT Program is electricity. On this basis, the Appellate Body found that the lack of a direct competitive relationship between the two products ‘electricity’ and ‘generation equipment’ was determinant to exclude the applicability of the exception under Article III:8(a) GATT. With regard to the existence of a subsidy covered by the SCM Agreement, the Appellate Body argued that the benefit analysis should have been conducted by comparing Ontario’s FIT scheme with previous renewable energy support policies adopted by the Ontario’s government, rather than comparing it with conventional energy sources. However, it concluded that, given the lack of factual findings in the Panel’s report, and due to the procedural restraints under Article 17.6 of the Dispute Settlement Understanding (DSU), it could not complete the analysis and determine ‘whether the challenged measures confer a benefit within the meaning of Article 1.1(b) of the SCM Agreement and whether they constitute a prohibited subsidy inconsistent with Articles 3.1(b) and Article 3.2 of the SCM Agreement’.<br><br>",,WTO Dispute Resolution Body,N/A,2511,2512,N/A,No,,N/A,,Energy,,,,CCLW;Sabin,,,
7635,Kang et al. v. KSURE and KEXIM,2022,Open,N/A,South Korea,KOR,Whether Tiwi Islanders were adequately consulted and environmental harms properly assessed for the proposed Barossa pipeline that would run through a habitat protection zone near the Tiwi Islands.&nbsp;,Mitigation,"On March 23, 2022, one Korean national and three Australian nationals, who are members of the indigenous community in the Tiwi Islands, Northern Territory, brought a claim against the Korea Trade Insurance Corporation, and Korea Export Import Bank, Korean public financial institutions that are functioning as export credit agencies planning to provide financial support to the development project for the Barossa fossil gas reserve off the coast of Northern Territory, Australia, near the Tiwi Islands (“Barossa Gas Project”). The Barossa Gas Project is being developed by SK E&amp;S (Korea), Santos (Australia) and JERA (Japan). SK E&amp;S purchased 37.5% of the stake in the project in June 2012, reached a final investment decision in March 2021, and applied for export credit guarantee to the defendants. The plaintiffs are seeking preliminary injunction against the defendants not to provide any financial support in relation to the Barossa Gas Project.&nbsp;<br><br></div><div>The plaintiffs argued that the project will cause significant environmental harm due to (i) 15Mt p.a. of CO2 emission throughout the entire life cycle of the fossil gas produced and consumed (ii) environmental harm to the marine ecosystem impacting the endangered sea turtle species and the livelihood of the indigenous communities. Plaintiffs also argued that the project has significant legal risk as (i) the developer companies have not completed the requisite consultation process with the indigenous communities and due to (ii) potential dispute over the control of the gas field with Indonesia as it is located within the Indonesian EEZ. Plaintiffs further argued that the project has significant financial risk as (i) development of new fossil gas wells are incompatible with the climate goals under the Paris Agreement (ii) the demand for fossil gas is expected to fall 55% by 2050 according to the IEA projection of the 2050 Net Zero scenario, and (iii) CCS technologies are not mature enough to guarantee reliable capture and storage of the CO2 emissions, creating serious risk of cost overrun. The claim is based on the environmental rights stipulated under Art. 35 of the Korean Constitution and property rights of the indigenous individuals living in the Tiwi Islands. Plaintiffs also invoked Art. 100 of the National Finance Act, which permits citizens to demand corrective measures against unlawful spending of public funds.<br><br>",,Seoul District Court,N/A,#N/A,2513,N/A,Yes,Climate aligned,"Public finance, Enforcing climate standards",,Energy;Environment,,Constitution (South Korea)|http://www.unesco.org/education/edurights/media/docs/4b4abd5424bc5613231d4a3e93db0af3597e51a9.pdf,,CCLW;Sabin,,,
7636,All Aboard Aotearoa v Waka Kotahi,2021,Closed,Enhanced climate action,New Zealand,NZL,Whether decision to build a road was unlawful under New Zealand's climate commitments.,Mitigation,"In March 2021, a coalition of climate and transport advocacy groups, All Aboard Aotearoa, filed a judicial review claim against Waka Kotahi/New Zealand Transport Agency. The claimants seek an order setting aside Waka Kotahi's decisions to fund and build Mill Road, a 21.5 km road in southeast Auckland. The claimants asserted that the decisions undermined the government's commitments under the Paris Agreement and the Climate Change Response Act 2002, and that the decision-maker did not properly consider the greenhouse gas emissions of the project.<br><br></div><div>On June 4, 2021, the Government announced it would not go ahead with the Mill Road project.",,n/a,N/A,2514,2515,N/A,Yes,Climate aligned,Enforcing climate standards,,Urban,1510,Paris Agreement|,,CCLW;Sabin,,,
7637,All Aboard Aotearoa v Auckland Transport,2021,Open,N/A,New Zealand,NZL,Whether adoption of regional land transport plan unlawful under New Zealand's climate laws.,Mitigation,"All Aboard Aotearoa, a coalition of climate and transport advocacy groups, filed an application for judicial review against decisions of Auckland Transport, the Regional Transport Committee for Auckland, and Auckland Council to adopt the Regional Land Transport Plan 2021-2031 (""RLTP""). Under the RLTP, Auckland's transport emissions are expected to increase by 6% between 2016 and 2031, and vehicle kilometers travelled per capita are not expected to decrease. The claimant relies on three causes of action. First, they allege that the decision of the Regional Transport Committee to submit the RLTP to Auckland Transport for approval was unlawful, because the Committee relied on incorrect advice such as that roading projects do not increase emissions, the RLTP is inconsistent with the Government Policy Statement on Land Transport 2021 which contains the strategic priority of transforming to a low carbon transport system, and the RLTP does not contribute to a safe land transport system in the public interest. Second, the claimant alleges that Auckland Council's decision to approve the RLTP was unlawful, including because the Council relied on incorrect advice, failed to have regard to mandatory requirements of the Local Government Act 2002 including the interests of future as well as current communities, and failed to identify that the RLTP was inconsistent with the Auckland Council's Climate Emergency Declaration. Third, the claimant alleges that Auckland Transport's decision to approve the RLTP was unlawful, because it was not properly informed, and acted contrary to its statutory purpose. The claimant seeks orders setting the decisions aside, and for Auckland Transport and the Regional Transport Committee to prepare and approve a new regional land transport plan. The case will be heard at the end of April 2022.",,High Court of New Zealand,N/A,2516,2517,2518,Yes,Climate aligned,Enforcing climate standards,,Transportation,,Paris Agreement|,,CCLW;Sabin,,,
7638,De Conto v. Italy and 32 other States,2021,Open,N/A,Italy,ITA,Youth filed human rights complaint against 33 governments.,Mitigation,"On March 3, 2021, Italian youth filed a complaint with the European Court of Human Rights against 33 countries. The applicant, a 20-year-old woman living in a small town in northern Italy, near the Dolomites mountains, claims she has suffered from psychological disorders from an early age. She submits that global warming showed its effects in her living area in October 2018 through ""Storm Vaia,"" an unusually severe wind and rainstorm that felled around 20 million trees. The applicant also refers to forest fires and heat waves as climate impacts which affect her. She maintains that the distress linked to global warming has worsened her psychological state. Relying on Articles 2, 8, 13 and 14, she complains that the 33 States party to the Convention which are also parties to the 2015 Paris Agreement (including Turkey, Switzerland, Portugal, Austria, Norway and France), have not taken sufficient measures to implement the latter. She complains about a violation (i) of the positive obligations of States under Articles 2 and 8 to protect the environment; (ii) of Article 14, since the harmful effects of global warming would hit the younger generations harder; (iii) of article 13, alleging that the domestic remedies would not be effective since she would be forced to lodge a complaint in the courts of 33 States, a burden which it would be impossible for her to bear because of her young age and limited financial resources.<br><br></div><div>The complaint alleges that the respondents have violated human rights by failing to take sufficient action on climate change, and seeks an order requiring them to take more ambitious action. The case is similar to <a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/youth-for-climate-justice-v-austria-et-al/"">Duarte Agostinho and Others v. Portugal and 32 Other States</a>.<br><br>Full case documents will be added as they become available.&nbsp;",,European Court of Human Rights,Complaint no. 14620/21,2519,2520,N/A,Yes,Climate aligned,Government framework,,,,European Convention on Human Rights|,,CCLW;Sabin,,,
7639,Uricchio v. Italy and 32 other States,2021,Open,N/A,Italy,ITA,Youth filed human rights complaint against 33 governments.,Mitigation,"On March 3, 2021, Italian youth filed a complaint with the European Court of Human Rights against 33 countries. The applicant is an 18-year-old woman living in a small town in southern Italy (Matera) which is prone to floods. She claims to suffer from allergies (skin rush) and psychological distress due to global warming (states of anxiety caused by the inability to go out during the day and, more generally, by concerns about the future and the possibility of continuing to live there due to global warming), which is to be manifested in extraordinarily high temperatures in summer and severe flooding. She lives in a flood zone (Matera).<br><br></div><div>Relying on Articles 2, 8, 13 and 14, she complains that the 33 States parties to the Convention which are also parties to the 2015 Paris Agreement (including Turkey, Switzerland, Portugal, Austria, Norway and France) have not taken sufficient measures to implement the latter. She complains about a violation: (i) of the positive obligations of States under Articles 2 and 8 to protect the environment; (ii) of Article 14, since the harmful effects of global warming would hit the younger generations harder; (iii) of article 13, alleging that the domestic remedies would not be effective since she would be forced to lodge a complaint in the courts of 33 States, a burden which it would be impossible for her to bear because of her young age and limited financial resources.<br><br></div><div>The case is similar to <a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/youth-for-climate-justice-v-austria-et-al/"">Duarte Agostinho and Others v. Portugal and 32 Other States</a>. The case is brought against the Member States of the EU (Austria, Belgium, Bulgaria, Cyprus, Czech Republic, Germany, Greece, Denmark, Estonia, Finland, France, Croatia, Hungary, Ireland, Italy, Lithuania, Luxembourg, Latvia, Malta, the Netherlands, Poland, Portugal, Romania, Slovak Republic, Slovenia, Spain and Sweden) as well as Norway, Russia, Switzerland, Turkey, Ukraine and the United Kingdom. The complainants allege that the respondents have fallen short of their human rights obligations by failing to agree to emissions reductions that will keep temperature rise to 1.5 degrees Celsius, as envisioned by the Paris Agreement.<br><br>Full case documents will be added as they become available.<br><br>",,European Court of Human Rights,Complaint no. 14615/21,2521,2523;2522,N/A,Yes,Climate aligned,Government framework,,Economy-wide,,European Convention on Human Rights|,,CCLW;Sabin,,,
7640,Carême v. France,2019,Open - under appeal,N/A,France,FRA,Whether there is a violation of Article 8 of the ECHR based on exposure to climate risk caused by insufficient government action.,Mitigation,"The application was introduced by the former mayor of the city of Grande-Synthe in France. The applicant is represented by Ms Corinne Lepage, former Minister of the Environment, former MEP and candidate for the presidential elections in 2002. In 2019 the municipality of Grande-Synthe, which is located in an area considered at very high risk of exposure to climate risks, and the applicant, acting in his capacity of Grande-Synthe Mayor and of a private resident, asked the Council of State to cancel the Government's refusal to take additional measures to meet the Paris Agreement objective of reducing GHG emissions by 40% by 2030. The cities of Paris and Grenoble, as well as several environmental protection associations have intervened in the procedure. In its first decision, dated 19 November 2020, the Council of State declared the application admissible insofar as it was introduced by the municipality of Grande-Synthe and allowed the interventions of Paris, Grenoble and eNGOs. The court rejected, however, the application insofar as it was brought by the applicant, on the grounds that he did not show any interest in the case since his claims were limited to the argument that, as an individual, his home was situated in an area likely to be subject to flooding by 2040.<br><br></div><div>On July 1, 2021 the Council of State ruled on the merits, finding for the claimants. It observed that the drop in emissions in 2019 was too small and that it was not significant in 2020 because the economic activity had been reduced by the health crisis. It also held that adherence to the trajectory, which provides for a 12% drop in emissions for the period 2024-2028, did not appear to be achievable unless new measures were not quickly adopted. The Council of State therefore ordered the Government to take additional measures by March 31, 2022 to achieve the goal of reducing GHG emissions by 40% by 2030 (see <a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/commune-de-grande-synthe-v-france/"">Commune de Grande-Synthe v. France</a>).&nbsp;<br><br></div><div>Relying on Article 8 of the ECHR, the applicant complains that the Council of State erred in rejecting his action on the ground that he had no interest in the proceedings, even though he was clearly exposed to climate risk caused by insufficient government action. He further argues that the authorities' failure to act constitutes a violation of their obligation to protect the right to private and family life, within the meaning of Article 8 and to guarantee the right to life, within the meaning of article 2. He also requests that his case be joined with the <a href=""http://climatecasechart.com/climate-change-litigation/non-us-case/youth-for-climate-justice-v-austria-et-al/"">Duarte Agostinho and Others v. Portugal and 32 other states</a>.<br><br>Full case documents will be added as they become available.&nbsp;<br><br>",,Council of State,Application no. 7189/21,2524,2525,N/A,Yes,Climate aligned,Enforcing climate standards,,Economy-wide,,European Convention on Human Rights|,,CCLW;Sabin,,,
7641,Saonu and Morobe Provincial Government v. Minister for Environment and Conservation and Climate Change and Others,2021,Open,Enhanced climate action,Papua New Guinea,PNG,Whether the environmental impact assessment of a mine was lawful and considered climate impacts.,Mitigation,"On December 18, 2020, the Managing Director of the Conservation and Environmental Protection Authority issued an environmental permit for the Wafi-Golpu Mining Project as a precondition for the issuance of a special mining lease. The plaintiffs - the Morobe Provincial Government on its own behalf and on behalf of the people of Morobe - applied for a stay of the permit arguing that there was no proper review and consultation as required in the constitution and that the decisions were unreasonable as they would create irreparable environmental damages. The defendants argued for a dismissal of the application for stay.&nbsp;<br><br></div><div>On September 20, 2021, the judge granted the application for stay. The judge held that the plaintiffs and other members of the public were denied natural justice as the Minister failed to provide fully the information required and in easily understandable language or incorporate the matters raised in consultations or review meetings. The defendants failed to consider the climate change goals that informed the adoption of the Environment Act when issuing the permit. There was a risk of irreparable damage as the defendants failed to demonstrate how the environmental impact assessment and the permit meet the requirements of the Act. Furthermore, the permit was granted for 50 years, 20 years more than the estimate life of a mine of 30 years. Noting the global impacts of greenhouse gas emissions, the judge noted that the parties did not provide any information on whether the environmental impact assessment factors levels of CO2 emissions and impacts on local and global environment and proposed measures to minimize such emissions. As part of an EIA analysis, the court noted that the assessment should include a question on ""What climate change related risks have been identified and what adaption and mitigation programs if any have been built into the EIS and the deep sea tailings placement (DSTP) and how will that be monitored and reviewed and enforced?"" The judge thus issued an order of stay of the two decisions pending a hearing and determination of the substantive review.<br><br>",,Court of Justice at Waigani,OS (JR) 35 of 2021,2526,2527,N/A,Yes,Climate aligned,Enforcing climate standards,,,,,,CCLW;Sabin,,,
7642,Herrera Carrion et al. v. Ministry of the Environment et al. (Caso Mecheros),2020,Closed,Enhanced climate action,Ecuador,ECU,Whether gas flaring resulting from State’s authorization produces the violation of human rights violations of a group of nine children.,Mitigation,"On February 18, 2020, a group of nine girls from the provinces of Sucumbíos and Orellana filed a constitutional injunction (acción de protección) against the government of Ecuador. In their lawsuit, plaintiffs claimed that gas flaring is unlawful, although it can be authorised by exception, and that despite this, the State has made it a common practice, which constitutes a violation of the rights to health, water and food sovereignty, the right to a healthy environment and, the rights of Nature. They furthermore argued that pollution of gas flaring causes serious impacts on the environment and on people's health, damage to biodiversity and the cycles of nature, and contributes to climate change. Plaintiffs requested, inter alia, the annulment of all gas flaring authorizations, the immediate elimination of all flaring towers located in various areas of the Amazon where there is oil activity, and the prohibition of new oil-related flares in the region.<br><br></div><div>On May 7, 2020, the Court of first instance dismissed the constitutional action due to lack of evidence that justifies the alleged constitutional rights violation. As a response, plaintiffs filed an appeal before the Provincial Court of Justice of Sucumbíos.&nbsp;<br><br></div><div>On July 29, 2021, the Provincial Court of Justice of Sucumbío accepted the appeal and declared that ""the Ecuadorian State has ignored the right of the plaintiffs to live in a healthy and ecologically balanced environment and their right to health by promoting polluting activities, and by refusing to use environmentally clean and energy-efficient technologies."" The Court indicated that the authorizations for gas flaring, as an activity associated with hydrocarbon production carried out by the Ecuadorian State, disregards various international commitments made by Ecuador in environmental matters, among the most important: Ecuador's Nationally Determined Contributions, carried out during the COP 21 to the United Nations Framework Convention on Climate Change. As a result, the Court ordered to update the plan for the gradual and progressive elimination of the gas flares, with those located in places close to the populated centers being the first to be removed, for which a period of 18 months is granted; with respect to the other gas flares, they should proceed to their progressive elimination until December 2030. In addition, the Ministry of Energy and Non-Renewable Natural Resources may grant authorizations for new clean technologies located away from populated centers.<br><br>",,Court of First Instance,N/A,2528,2529,N/A,Yes,Climate aligned,"Enforcing climate standards, Compensation",,Energy,8269,Paris Agreement|;American Convention on Human Rights|,,CCLW;Sabin,,,
7643,"Baihua Caiga et. al., v. PetroOriental S.A.",2020,Closed,Hindered climate action,Ecuador,ECU,Whether gas flaring resulting from a private company’s oil extraction contributes to climate change and associated violations of the rights of nature and the rights of indigenous peoples living in the vicinity of the operation’s site.,Mitigation,"On December 10, 2020, Juana Mintare Baihua Caiga, Pego Enomenga Enomenga, and Juan Pablo Enomenga, as members of the Waorani Nation located in the Miwaguno community, alongside the NGOs Acción Ecológica, Unión de Afectados y Afectadas por las Operaciones de Texaco (UDAPT), and the International Federation of Human Rights (FIDH), filed a constitutional injunction called ‘acción de protección’ against the Chinese oil company PetroOriental S.A. The constitutional lawsuit was filed before a Judicial Unit in the canton of Francisco de Orellana, in the Amazon region.<br><br></div><div>The plaintiffs argued that the gas flaring emanating from an oil concession operated by PetroOriental S.A. is an act that causes constitutional rights violations, specifically because it emits greenhouse gases (GHG) that contribute to climate change. Applicants claimed that climate change produces irregular and unpredictable floods, disturbance in the natural cycles of plants, loss of ancestral knowledge, droughts and other climatic phenomena, all of which have human rights implications. Based on provisions from the Ecuadorian Constitution, national environmental law, the United Nations Declaration on the Rights of Indigenous Peoples, and case law from the Inter-American Court of Human Rights, applicants stressed that the defendant had violated several human rights. These included (i) the rights of nature as GHG emissions altered the carbon cycle, (ii) the right to enjoy a healthy and ecologically balanced environment as climate change breaks down the ecological balance, (iii) the right to food because applicants have seen their food security and food sovereignty diminished, (iv) the right to water because droughts and floods are becoming more extreme and unpredictable, limiting access, quality, quantity and availability of water, (v) the right to health because the scarcity of food and traditional medicines affects the applicants’ wellbeing, (vi) the right to land and territory because the applicants’ ability to enjoy natural resources through ancestral practices has been limited, (vii) and the right to life and a dignified life because the applicants’ existence is threatened, and the minimum conditions to continue with their life projects are not met.<br>The plaintiffs requested that the court (i) declares that the constitutional rights mentioned were infringed, (ii) orders the prohibition of gas flaring where the defendant operates; and (iii) orders the defendant reparations by financing projects designed by the community to adapt to climate impacts in their territory.<br><br></div><div>On July 15, 2021, judge Cuacal Galarraga did not admit the constitutional action since the plaintiffs had not sufficiently demonstrated how the actions of the defendant violate the rights of nature or any constitutional right deriving therefrom.<br><br>",,"Family, Women, and Children Judicial Unit from Francisco de Orellana Canton of Ecuador",N/A,2530,2531,N/A,Yes,Climate aligned,"Enforcing climate standards, Compensation",,Energy,10341,Paris Agreement|;American Convention on Human Rights|,,CCLW;Sabin,,,
7644,Minister of Environment v. PT Kalista Alam,2012,Closed,Enhanced climate action,Indonesia,IDN,Restoration for climate damage caused by palm plantation land clearing.,Mitigation,"On November 8, 2012, the Indonesian Ministry of Environment (the MoEF) filed a tort-based lawsuit against a corporation, PT Kalista Alam, for damage caused by land clearing. The lawsuit is based on Articles 88 Environmental Protection and Management Act (the 2009 EPMA) and article 1365 of Indonesian Civil Code. The Plaintiff argued that the defendant had drained and burned the peatland which caused fires inside the concession areas. The plaintiff also argued that the defendant failed to provide prevention tools to avoid fires in the concession. The MoEF then explained forestry regulations in Indonesia obliging every license holder to provide fires control measures—in which the defendant considered violating its obligations. The MoEF claimed that fires inside the concession had caused significant environmental damages. These damages comprise of ecological damage, damage to biodiversity and carbon release, and economic losses due to land degradation. Accordingly, the MoEF sought compensation of IDR 115 billion and restoration costs amounting to IDR 250 billion.&nbsp;<br><br></div><div>For the carbon losses, the MoEF stated two type of climate damages caused by the defendant. Firstly, the fires inside the concession areas had released 13,500 tC into the atmosphere. The MoEF set that the carbon release cost is IDR 90,000 per ton which costs the defendant of IDR 1.2 billion. Secondly, the MoEF claimed that the fires had also reduced the ability to absorb CO2 of the peatland. A total of IDR 425.3 million was required to repair the losses.&nbsp;<br><br></div><div>On January 8, 2014, the district court granted half of the plaintiff’s claim against the defendant. Nonetheless, the district court decided that the defendants had violated the regulations and were liable for all environmental losses. On August 15, 2014, the Court of Appeal upheld the lower court decision. On August 28, 2015, the Supreme Court upheld the district court decision and refused a cassation from the defendant. On February 10, 2017, the defendant filed request for an extraordinary review (peninjauan kembali) and brought new evidence. The defendant argued that judges on lower court based their judgment with inadmissible evidence as regulated in Article 1866 of Indonesia Civil Code. On April 18, 2017, the Supreme Court once again rejected the request (peninjauan kembali) and upheld the lower court ruling.<br><br>",,District Court,Decision No. 12/PDT.G/2012/PN.MBO,2532,2533,N/A,Yes,Climate aligned,Compensation,,Environment,1340,,,CCLW;Sabin,,,
7645,Ministry of Environment and Forestry v. PT Bumi Mekar Hijau,2015,Closed,Enhanced climate action,Indonesia,IDN,Restoration for climate damage caused by palm plantation land clearing.,Mitigation,"On February 3, 2015, the Indonesian Ministry of Environment and Forestry (the MoEF) filed a tort-based lawsuit against PT Bumi Mekar Hijau for intentionally causing fires to the peatlands. The MoEF argued that the defendant had intentionally burn the peatlands area to clear the land for timber planting purposes. Thus, the MoEF requested the court to declare that defendant liable for damages amounting to IDR 5.299 trillion and restoration costs for IDR 2.687 trillion. With damages and restoration cost amounting almost to IDR 8 trillion, this lawsuit is ranked among the highest damages in Indonesian forest fires litigation. In relation to climate damages, the MoEF argued that fires on the peatlands had caused in the release of 135,000 tC and 5,670 tCO2. The MoEF set the price for reduction and restoration of carbon on IDR 90,000. Hence, the total of restoration costs for the release of Carbon and Carbon Dioxide, respectively, were IDR 12.2 billion and IDR 4.3 billion.&nbsp;<br><br></div><div>On December 30, 2015, District Court of Palembang ruled in favor of the defendant and rejected all the plaintiff’s claim. Despite accepting the fact that the fires had occurred, the judges did not consider it as damages and believed the land were still able to be planted. On May 3, 2016, the Court of Appeal overruled the district court decision on the grounds that the damages had occurred in the form of air pollution and damages on the peatlands. The court of appeal also awarded the plaintiff the restoration costs for climate damages in the full amount as requested.<br><br>",,district court,Decision Number 24/Pdt.G/2015/PN.Plg,2534,2535,N/A,Yes,Climate aligned,Compensation,,Cross Cutting Area;Environment;Industry,1340,,,CCLW;Sabin,,,
